Question,Option A,Option B,Option C,Option D,Correct Answer,Points
When was the Uttar Pradesh Khadi Village Industries Commission established?,1976,1966,1958,1960,d,1
"Match the following organizations with their year of establishment:

Column I
(A) Cooperative Sugarcane Committee Union Limited
(B) Uttar Pradesh Small Industries Corporation Limited
(C) Uttar Pradesh Khadi Village Industries Commission
(D) Uttar Pradesh Export Corporation

Column II
(1) 1960
(2) 1949
(3) 1966
(4) 1958

Choose the correct sequence:","A-2, B-4, C-1, D-3","A-4, B-2, C-3, D-1","A-1, B-3, C-2, D-4","A-3, B-1, C-4, D-2",a,1
Which place is famous for excellent wood carving?,Khurja,SaharanpurVangina,Pilibhit,Kannauj,b,1
In which year was the Gorakhpur Industrial Development Authority (GIDA) established?,1976,1985,1989,2018,c,1
Where is the Uttar Pradesh Electronics Corporation Limited (UPTRON) located?,Kanpur,Varanasi,Lucknow,Mathura,c,1
The One District One Product (ODOP) scheme was launched in which year?,2019,2017,2018,2022,c,1
What is the ODOP product associated with the district of Aligarh?,Glassware,Leather Products,Locks and Hardware,Perfume products,c,1
Which of the following is the ODOP product of Firozabad?,Terracotta,Glassware,Silk saree,Flute,b,1
What type of GI tag do Lucknow Chikan Craft and Banarasi Saree hold?,Agricultural,Manufactured,Handicrafts,Natural,c,1
Which of the following regions is associated with the GI tag of Eastern Uttar Pradesh?,"Kanpur, Lucknow, Allahabad","Siddharthnagar, Basti, Gorakhpur","Agra, Mathura, Firozabad","Varanasi, Mirzapur, Sonbhadra",b,1
Which was the first product of Uttar Pradesh to receive a GI tag?,Banarasi Saree,Lucknow Chikan Craft,Allahabadi Surkha (Guava),Agra Leather,c,1
"What is the duration of the summer season in Uttar Pradesh, as per the text?",April to July,May to August,March to June,February to May,c,1
Which region in Uttar Pradesh experiences the highest average temperature?,Awadh region,Bundelkhand region,Rohilkhand region,Purvanchal region,b,1
"Match the following ODOP products with their respective districts:

Column I (District) | Column II (ODOP Product)
A. Agra | 1. Perfume products
B. Kannauj | 2. Leather Products
C. Pilibhit | 3. Flute

Options:
","A-1, B-2, C-3","A-2, B-1, C-3","A-3, B-2, C-1","A-2, B-3, C-1",b,1
"Identify the INCORRECT statement regarding the locations of the following:
",Diesel Locomotive Works is located in Varanasi.,Modern Bakeries is located in Kanpur.,Artificial Limbs Manufacturing Corporation (ALIMCO) is located in Mathura.,The oil refinery is located in Mathura.,c,1
"Arrange the following events in chronological order based on the information provided:
1. Establishment of UPTRON
2. Launch of ODOS scheme
3. Establishment of GIDA
4. Start of ODOP scheme
","1, 3, 4, 2","3, 1, 4, 2","2, 4, 3, 1","4, 2, 1, 3",a,1
Which of the following is the first GI tagged product of Uttar Pradesh?,Lucknow Chikan Craft,Banarasi Saree,Allahabadi Surkha (Guava),Terracotta,c,1
Diesel Locomotive Works is situated in which of the following cities?,Lucknow,Kanpur,Varanasi,Allahabad,c,1
In which city of Uttar Pradesh is Modern Bakeries located?,Lucknow,Kanpur,Allahabad,Varanasi,b,1
The Artificial Limbs Manufacturing Corporation (ALIMCO) is located in:,Lucknow,Varanasi,Kanpur,Mathura,c,1
Where is the oil refinery situated in Uttar Pradesh?,Kanpur,Lucknow,Mathura,Varanasi,c,1
The Central Glass and Ceramic Research Institute is located in:,Kanpur,Firozabad,Khurja,Lucknow,c,1
The One District One Sport (ODOS) scheme was launched in:,Dec-21,Nov-22,Dec-22,Jan-23,c,1
Locks and Hardware are the ODOP product of which district?,Kanpur,Aligarh,Lucknow,Agra,b,1
Chikankari and Zari-Zardozi are the ODOP products of which city?,Varanasi,Kanpur,Lucknow,Agra,c,1
What is the ODOP product of Kannauj?,Terracotta,Silk Saree,Perfume products,Glassware,c,1
Pilibhit is best known for which ODOP product?,Terracotta,Flute,Locks and Hardware,Leather Products,b,1
Terracotta is the ODOP product of which district in Uttar Pradesh?,Lucknow,Gorakhpur,Varanasi,Kanpur,b,1
Lucknow Chikan Craft and Banarasi Saree are classified under which type of GI tags?,Agricultural Products,Manufactured Goods,Handicrafts,Natural Goods,c,1
"The GI tag of which region of Uttar Pradesh includes Siddharthnagar, Basti, and Gorakhpur?",Western Uttar Pradesh,Central Uttar Pradesh,Eastern Uttar Pradesh,Bundelkhand region,c,1
"Match the following ODOP products with their respective districts:

Column I (District)
(A) Agra
(B) Firozabad
(C) Aligarh
(D) Lucknow

Column II (ODOP Product)
(1) Locks and Hardware
(2) Leather Products
(3) Chikankari and Zari - Zardozi
(4) Glassware

","A-2, B-4, C-1, D-3","A-4, B-3, C-2, D-1","A-1, B-2, C-3, D-4","A-3, B-1, C-4, D-2",a,1
Where is Modern Bakeries located?,Lucknow,Kanpur,Mathura,Varanasi,b,1
Which city is known for its glassware under the ODOP scheme?,Aligarh,Kanpur,Firozabad,Lucknow,c,1
Which of the following is the ODOP product of Pilibhit?,Silk Saree,Flute,Terracotta,Chikankari and Zari - Zardozi,b,1
The Kashi (Varanasi) region is known for having the maximum number of what?,Industrial areas,Educational institutions,GI tags,Oil Refineries,c,1
Which districts in Uttar Pradesh typically experience the highest temperatures during the summer season?,Lucknow and Kanpur,Agra and Jhansi,Allahabad and Varanasi,Meerut and Ghaziabad,b,1
What are the extremely hot and dry western winds that blow in Uttar Pradesh during summer commonly known as?,Nor'westers,Loo,Trade Winds,Monsoon Winds,b,1
Which month is typically the coldest in Uttar Pradesh?,December,January,February,November,b,1
What is the primary cause of rainfall in western Uttar Pradesh during the winter season?,Southwest Monsoons,Northeast Monsoons,Mediterranean cyclones entering India,Local convectional currents,c,1
Which monsoon system is responsible for bringing rain to Uttar Pradesh during the rainy season?,Monsoons originating from the Arabian Sea,Monsoons originating from the Bay of Bengal,Retreating Monsoons,Southwest Monsoons,b,1
During which months does Uttar Pradesh typically experience its maximum rainfall?,May to June,June to July,July to August,August to September,c,1
Which district in Uttar Pradesh receives the highest amount of rainfall?,Allahabad,Varanasi,Gorakhpur,Lucknow,c,1
What is the general trend observed in the amount of rainfall as one moves from east to west and north to south within Uttar Pradesh?,Gradually increases,Gradually decreases,Remains constant,Becomes erratic,b,1
Which of the following is considered the most humid agricultural climatic region of Uttar Pradesh?,Vindhya region,Bundelkhand region,Bhabar and Terai region,Western Plain region,c,1
What is the scientific study of soil called?,Geology,Botany,Pedology,Ecology,c,1
Which type of soil is most abundantly found in Uttar Pradesh?,Red soil,Black soil,Laterite soil,Alluvial soil,d,1
Alluvial soil in Uttar Pradesh is divided into two types based on newness and antiquity. What are these two types?,Sandy soil and Clayey soil,Red soil and Black soil,Khadar soil and Bangar soil,Loam soil and Silt soil,c,1
What is another name commonly used to refer to old alluvial soil?,Khadar,Bangar,Kachari,Alluvium,b,1
Which type of soil is known for its high fertility and typically does not require additional fertilizers?,Bangar soil,Laterite soil,Khadar soil,Red soil,c,1
The monsoon that brings rain to Uttar Pradesh during the rainy season originates from where?,Arabian Sea,Bay of Bengal,Indian Ocean,Himalayas,b,1
The study of rocks is known as:,Hydrology,Petrology,Seismology,Mineralogy,b,1
Alluvial soil is divided into two types based on its age. What are these two types called?,Red and Black soil,Loam and Clay soil,Khadar soil and Bangar soil,Sandy and Silty soil,c,1
Old alluvial soil is also known by which of the following names?,Khadar,Bangar,Kachari,Regur,b,1
New alluvial soil is also referred to as:,Bangar,Laterite,Khadar,Regur,c,1
Which monsoon system primarily brings rainfall to Uttar Pradesh during the rainy season?,Arabian Sea Branch,Bay of Bengal Branch (Easterly),South-West Monsoon,North-East Monsoon,b,1
Which agricultural climatic region is identified as the driest in Uttar Pradesh?,Bhabar and Terai region,Eastern Plain region,Central Plain region,Vindhya agro-climatic zone,d,1
"On the basis of newness and antiquity, into which two categories is alluvial soil divided?",Sandy and Clayey,Red and Black,Khadar and Bangar,Loamy and Silty,c,1
By what other name is old alluvial soil commonly known?,Khadar,Bangar,Kachari,Regur,b,1
What term is used to describe the extremely hot and dry western winds that blow during summer in Uttar Pradesh?,Sirocco,Loo,Foehn,Mistral,b,1
Which month is generally recorded as the coldest in Uttar Pradesh?,December,February,January,March,c,1
During which months does Uttar Pradesh experience the highest amount of rainfall?,May to June,June to July,July to August,August to September,c,1
Which agricultural climatic region of Uttar Pradesh is characterized as the most humid?,Vindhya agro-climatic zone,Central Plain region,Bundelkhand region,Bhabar and Terai region,d,1
Which agricultural climatic region of Uttar Pradesh is known to be the driest?,Bhabar and Terai region,Eastern Plain region,Vindhya agro-climatic zone,North Western Plain region,c,1
What are the 10 to 20 feet high mounds of sandy soil called?,Regur,Bhur (Bhood),Doohyadooh,Bundelkhand soil,b,1
What is the flooded soil on the banks of rivers called?,Bhur,Bundelkhand soil,Regur,Doohyadooh,d,1
The soils of the southern plateau are known by which name?,Red soil,Bhur,Bundelkhand soil,Regur,c,1
Which soil has excess iron?,Black soil,Red soil,Bundelkhand soil,Regur soil,b,1
Which of the following districts is NOT mentioned as an area where red soil is found in Uttar Pradesh?,Jhansi,Sonbhadra,Lucknow,Mirzapur,c,1
Which type of soil is mainly found in the Bundelkhand region?,Red soil,Alluvial soil,Black soil,Red clay soil,d,1
Potassium deficiency is mainly found in the soil of which district?,Lucknow,Etawah,Jaunpur,Agra,c,1
Tertiary soil is found in which areas of Uttar Pradesh?,Bundelkhand region,Southern plateau,Shivalik hills,Mirzapur district,c,1
Which rivers cause ravine erosion in Uttar Pradesh?,Ganga and Gomti River,Chambal and Yamuna River,Ramganga and Ghaghra River,Betwa and Ken River,b,1
In which district of Uttar Pradesh does maximum gully erosion occur?,Agra,Mathura,Jaunpur,Etawah,d,1
In which season does wind erosion occur the most in Uttar Pradesh?,Winter months,Rainy season,Summer months,Autumn season,c,1
Which type of soil erosion is called 'death of the farmer'?,Gully erosion,Ravine erosion,Sheet erosion,Wind erosion,c,1
What is the position of Uttar Pradesh in the total food grain production of the country?,Second place,Third place,First place,Fourth place,c,1
Approximately what percentage of total employment in Uttar Pradesh is provided by the agricultural sector?,30.50%,45.20%,59.30%,72.80%,c,1
Where is the Uttar Pradesh Agricultural Research Council located?,Allahabad,Varanasi,Kanpur,Lucknow,d,1
What is the average landholding size in Uttar Pradesh?,1.25 hectares,0.50 hectares,1.00 hectares,0.76 hectares,d,1
Which is the main food crop of Uttar Pradesh?,Rice,Maize,Wheat,Barley,c,1
What is the primary food crop of Uttar Pradesh?,Rice,Maize,Wheat,Barley,c,1
"In Uttar Pradesh, red soil is prominently found in which of the following regions?",Agra and Mathura,Jaunpur,"Mirzapur, Sonbhadra, Jhansi, Vachandauli area",Shivalik hills,c,1
In which area of Uttar Pradesh is Tertiary soil primarily located?,Bundelkhand region,Shivalik hills,Mirzapur,Jaunpur,b,1
How many agro-climatic regions are present in Uttar Pradesh?,7,11,9,5,c,1
What is the most popular crop rotation in Uttar Pradesh?,Wheat - Sugarcane - Paddy,Sugarcane - Paddy - Wheat,Paddy - Wheat - Sugarcane,Gram - Mustard - Wheat,c,1
The sowing time of Rabi crops is typically:,June - July,March - April,October - November,September - October,c,1
Uttar Pradesh holds which position in wheat production in India?,Second place,Third place,First place,Fourth place,c,1
Which of the following is the most cultivated pulse crop in Uttar Pradesh?,Lentil,Pea,Gram,Pigeon pea,c,1
The 'rice bowl' of Uttar Pradesh refers to which district?,Lucknow,Deoria,Chandauli,Meerut,c,1
What is Uttar Pradesh often called due to its significant sugarcane production?,Wheat Basket,Rice Bowl,Sugar Bowl,Pulse Hub,c,1
Where is the Sugarcane Research Centre located in Uttar Pradesh?,Pratappur,Ghazipur,Lucknow,Meerut,c,1
The Silver Fiber Revolution is related to the production of which crop?,Sugarcane,Wheat,Cotton,Rice,c,1
Maximum opium cultivation in Uttar Pradesh takes place in:,Ghazipur,Lucknow,Barabanki,Meerut,c,1
The only opium factory in Uttar Pradesh is located in:,Lucknow,Barabanki,Ghazipur,Pratapgarh,c,1
"In vegetable production, Uttar Pradesh ranks:",Second,Third,First,Fourth,c,1
Uttar Pradesh holds which position in potato production in the country?,Second,Third,First,Fourth,c,1
Which of the following are NOT among the major agricultural export areas of Uttar Pradesh for mangoes?,Lucknow,Agra,Saharanpur,Ghazipur,d,1
Mangoes of Lucknow will be known by which brand name?,Lucknavi Brand,Saharanpuri Brand,Agra Brand,Kakori Brand,d,1
Which district is known for the maximum Amla production in Uttar Pradesh?,Lucknow,Ghazipur,Pratapgarh,Mahoba,c,1
The Betel Research and Training Centre is established in which of the following places?,Pratapgarh,Lucknow,Mahoba,Ghazipur,c,1
In which year was the Betel Research and Training Centre established in Mahoba?,1991,1971,1981,1961,c,1
Which of the following represents the most prevalent crop rotation in Uttar Pradesh?,Wheat - Sugarcane - Paddy,Sugarcane - Paddy - Wheat,Paddy - Wheat - Sugarcane,Wheat - Paddy - Sugarcane,c,1
What is the sowing period for Rabi crops in Uttar Pradesh?,June - July,March - April,October - November,September - October,c,1
Which pulse crop is most extensively cultivated in Uttar Pradesh?,Lentil,Pea,Gram,Tur,c,1
Identify the most cultivated oilseed crop in Uttar Pradesh.,Soybean,Groundnut,Sesame,Mustard / Lahi / Rai,d,1
What is the harvesting time for Kharif crops in Uttar Pradesh?,October - November,June - July,March - April,September - October,d,1
Uttar Pradesh is referred to as the 'Sugar Bowl' due to its significant production of which crop?,Paddy,Wheat,Potato,Sugarcane,d,1
Where was India's inaugural sugar mill established and in which year?,"Lucknow, 1902","Pratappur (Deoria), 1903","Meerut, 1904","Ghazipur, 1905",b,1
The 'Silver Fiber Revolution' is associated with the production of which commodity?,Sugarcane,Potato,Cotton,Vegetables,c,1
What is the harvesting period for summer crops in Uttar Pradesh?,By June,October - November,March - April,September - October,a,1
In which district of Uttar Pradesh is opium cultivation most prevalent?,Ghazipur,Lucknow,Barabanki,Pratapgarh,c,1
What is the position of Uttar Pradesh in potato production in India?,Second place,Third place,First place,Fourth place,c,1
By what brand name are the mangoes of Lucknow recognized?,Lucknowi Brand,Saharanpuri Brand,Kakori Brand,Agra Brand,c,1
Which district is renowned for its maximum Amla production?,Lucknow,Saharanpur,Pratapgarh,Agra,c,1
In which year was the Uttar Pradesh Seed Development Corporation founded?,2000,2001,2003,2002,d,1
During which months does the sowing of Rabi crops typically occur in Uttar Pradesh?,December - January,September - October,October - November,November - December,c,1
What rank does Uttar Pradesh hold in wheat production nationwide?,Second,Third,First,Fourth,c,1
Which pulse crop sees the most widespread cultivation across Uttar Pradesh?,Lentil,Pea,Gram,Tur,c,1
What are the typical sowing months for Kharif crops in Uttar Pradesh?,May - June,July - August,June - July,August - September,c,1
What position does Uttar Pradesh occupy in sugarcane production within the country?,Second,Third,First,Fourth,c,1
The revolution associated with cotton is known by what name?,Green Revolution,White Revolution,Silver Fiber Revolution,Golden Fiber Revolution,c,1
Which of the following are the primary agricultural export regions for mangoes in Uttar Pradesh?,"Kanpur, Allahabad, Varanasi","Lucknow, Agra, Saharanpur","Meerut, Kanpur, Lucknow","Agra, Allahabad, Meerut",b,1
Mangoes originating from Lucknow will be marketed under which brand name?,Lucknowi Brand,Saharanpuri Brand,Kakori Brand,Malihabadi Brand,c,1
What are the typical sowing and harvesting periods for Rabi crops?,"Sowing: June-July, Harvesting: September-October","Sowing: March, Harvesting: By June","Sowing: October-November, Harvesting: March-April","Sowing: April-May, Harvesting: July-August",c,1
